Epoch,Error
0,301.4967252092698
1,167.30599936842196
2,149.8206353814381
3,150.47216425079657
4,151.19094435525602
5,151.41789576867754
6,148.8761013243549
7,149.9274190029294
8,148.09108990193505
9,146.49216745820078
10,153.29114181370892
11,149.68760783594857
12,151.36698582211957
13,147.92609932761013
14,149.54265646006496
15,147.7753104442881
16,148.82133278511355
17,151.02731164964882
18,149.34150397687765
19,147.86997274693255
20,146.19833826665933
21,147.82083261642424
22,155.15067713147127
23,148.93256984594797
24,148.35457565798467
25,149.951234658513
26,147.10295190001125
27,149.80988976903308
28,148.79439695668057
29,150.11915896654364
30,148.05479159409498
31,149.04098875937433
32,148.12324297320524
33,148.51622539042785
34,153.73261552530818
35,146.08378488071753
36,149.78977003725643
37,148.36892514515907
38,150.2508437765727
39,150.39828135489702
40,150.05509537317573
41,151.12031737206416
42,147.26239726535348
43,146.9802037312913
44,151.79265508577336
45,147.63930487219895
46,147.47791289713268
47,146.95557104018545
48,145.62347851525604
49,146.04402806158413
50,145.2708977401223
51,150.39627901171244
52,148.31402772404786
53,149.44877377634478
54,148.99418339639442
55,149.31080879215713
56,150.03644749310308
57,146.64751885191257
58,146.50516906033113
59,144.46304472042047
60,144.74328912112293
61,146.40567741523915
62,149.06774072776622
63,149.32031524089984
64,148.60587120520273
65,148.32409921779413
66,145.63647034553935
67,146.474204870151
68,150.72130347583482
69,147.36308436753797
70,150.97529037466046
71,147.6322385358984
72,147.30090868895925
73,148.72535351207205
74,145.44798193448892
75,145.82112882427012
76,147.5966937995888
77,148.51584730839727
78,148.2608744529266
79,144.98326482605236
80,148.9152899481564
81,148.80500841505398
82,148.42395694006697
83,146.34751171433925
84,148.49645017010684
85,148.2236433840903
86,146.15490742416048
87,147.8021869387045
88,147.2250687749749
89,148.4092595916071
90,147.9493844932273
91,147.25650109343061
92,146.9569278087858
93,146.94744010844192
94,146.85670768107718
95,147.4441191443295
96,148.31713614312315
97,147.1959545455839
98,144.70023241713653
99,147.74535289662361
100,147.10511156479018
101,145.95351092579168
102,145.8114135074453
103,151.8446622233842
104,147.63599457841332
105,147.05164609994455
106,147.21234106809672
107,147.0070436098
108,147.62407904504386
109,146.08770413137114
110,144.9078028216614
111,144.87784683029173
112,144.83316657381562
113,144.90308671369712
114,145.5583041086636
115,145.7521085954375
116,146.0985626634129
117,144.71944526634576
